"duration","deaths","area","gdp","country","lat","lon","Began","Ended","dismagvalue","lm_USD","rf_USD","xgb_USD","svr_USD","brnn_USD","knn_USD"
3,10,3900,10694628092,"Yemen",NA,NA,"2002/07/06","2002/07/08",3900,1340000,743000,681000,899000,1161000,1997000
5,4,5420,46066101951,"Romania",NA,NA,"2002/07/19","2002/07/23",5420,4327000,8880000,3953000,6058000,5008000,6615000
9,18,12840,84307291974,"Philippines (the)",NA,NA,"2002/07/20","2002/07/28",12840,19204000,7464000,9442000,14862000,15398000,10947000
12,4,224900,92893587734,"Venezuela (Bolivarian Republic of)",NA,NA,"2002/07/20","2002/07/31",224900,6680000,8157000,11205000,5238000,5848000,8439000
9,11,127600,1.47e+12,"China",NA,NA,"2002/07/21","2002/07/29",127600,171604000,69867000,130458000,107196000,129026000,483276000
5,34,15130,2.4e+11,"Turkey",NA,NA,"2002/07/23","2002/07/27",15130,55752000,78698000,42958000,25091000,43249000,43329000
3,13,5180,10694628092,"Yemen",NA,NA,"2002/07/24","2002/07/26",5180,1455000,990000,681000,830000,1182000,4160000
7,10,27820,35064105501,"Viet Nam",NA,NA,"2002/07/31","2002/08/06",27820,4571000,2726000,3891000,3753000,3674000,6693000
1,165,3520,1.47e+12,"China",NA,NA,"2002/08/05","2002/08/05",3520,469206000,318974000,310942000,583635000,546729000,314212000
2,1,16410,46066101951,"Romania",NA,NA,"2002/08/06","2002/08/07",16410,1136000,908000,2633000,3350000,1757000,1137000
22,18,8000,82196001051,"Czech Republic (the)",NA,NA,"2002/08/07","2002/08/28",8000,3.1e+07,366302000,15970000,31697000,27641000,16763000
2,24,400,1221120799,"Tajikistan",NA,NA,"2002/08/07","2002/08/08",400,299000,697000,396000,550000,254000,202000
11,82,10880,3.45e+11,"Russian Federation (the)",NA,NA,"2002/08/08","2002/08/18",10880,192848000,60824000,128127000,125240000,167609000,98388000
5,39,9720,1.29e+11,"Iran (Islamic Republic of)",NA,NA,"2002/08/10","2002/08/14",9720,34830000,8084000,22979000,13549000,27457000,10368000
1,16,3600,1.47e+12,"China",NA,NA,"2002/08/11","2002/08/11",3600,142078000,41062000,103277000,182134000,109590000,70166000
3,33,6770,5.15e+11,"India",NA,NA,"2002/08/11","2002/08/13",6770,107369000,10226000,53231000,39439000,83740000,10750000
5,26,11680,84307291974,"Philippines (the)",NA,NA,"2002/08/13","2002/08/17",11680,17902000,21545000,15492000,8324000,13781000,15679000
7,178,17270,1.47e+12,"China",NA,NA,"2002/08/14","2002/08/20",17270,908134000,46605000,512880000,776699000,993834000,151892000
3,27,1000,7.72e+11,"Mexico",NA,NA,"2002/08/15","2002/08/17",1000,205645000,106656000,229165000,172694000,170785000,725794000
3,16,3000,1.29e+11,"South Africa",NA,NA,"2002/08/16","2002/08/18",3000,21551000,4698000,13010000,12574000,17672000,5561000
12,29,25340,56760355865,"Algeria",NA,NA,"2002/08/17","2002/08/28",25340,16676000,6387000,15885000,11745000,12837000,9324000
7,22,4900,79904985385,"Pakistan",NA,NA,"2002/08/22","2002/08/28",4900,21355000,440000,7961000,13096000,17565000,3476000
16,28,19470,10694628092,"Yemen",NA,NA,"2002/08/22","2002/09/06",19470,3704000,6284000,3025000,2712000,2926000,4996000
6,2,62180,70294892400,"Chile",NA,NA,"2002/08/24","2002/08/29",62180,3241000,5533000,4585000,5178000,3713000,3203000
4,22,79000,5.15e+11,"India",NA,NA,"2002/09/03","2002/09/06",79000,63920000,72022000,50152000,53677000,50308000,85959000
5,23,10480,1.5e+12,"France",NA,NA,"2002/09/08","2002/09/12",10480,305142000,518637000,268489000,147508000,235857000,463926000
5,10,35140,7.72e+11,"Mexico",NA,NA,"2002/09/17","2002/09/21",35140,82413000,15430000,85495000,59192000,64380000,176637000
11,55,19980,35064105501,"Viet Nam",NA,NA,"2002/09/20","2002/09/30",19980,14315000,31288000,12447000,9585000,11624000,17891000
20,1,11920,4348068242,"Albania",NA,NA,"2002/09/21","2002/10/10",11920,334000,4513000,572000,2403000,829000,1400000
4,13,23940,56760355865,"Algeria",NA,NA,"2002/10/09","2002/10/12",23940,6691000,6800000,6286000,4214000,5132000,1602000
7,11,9750,5.15e+11,"India",NA,NA,"2002/10/10","2002/10/16",9750,85280000,63431000,57149000,75945000,73239000,69079000
7,14,77900,13147743911,"Kenya",NA,NA,"2002/10/29","2002/11/04",77900,1688000,2239000,1297000,1144000,1264000,947000
1,4,16,54777553515,"Peru",NA,NA,"2002/11/10","2002/11/10",16,6982000,4986000,5352000,22545000,10231000,15043000
4,12,920,13147743911,"Kenya",NA,NA,"2002/11/17","2002/11/20",920,2690000,14164000,3643000,2527000,2597000,1037000
15,13,17000,1.96e+11,"Indonesia",NA,NA,"2002/11/19","2002/12/03",17000,45640000,6790000,35827000,46169000,39138000,32076000
12,2,29900,1.28e+12,"Italy",NA,NA,"2002/11/22","2002/12/03",29900,93241000,159097000,139633000,253792000,129594000,246626000
6,80,40850,42236836821,"Morocco",NA,NA,"2002/11/24","2002/11/29",40850,13805000,43328000,11031000,10861000,12684000,15648000
5,2,14150,16536535647,"Sri Lanka",NA,NA,"2002/12/16","2002/12/20",14150,916000,1260000,1130000,1770000,1222000,1857000
3,6,750,13147743911,"Kenya",NA,NA,"2002/12/21","2002/12/23",750,1713000,6509000,2473000,2073000,1991000,1524000
1,8,253,3495748398,"Malawi",NA,NA,"2002/12/28","2002/12/28",253,384000,3911000,916000,1235000,390000,1136000
6,1,19480,8082364816,"Bolivia (Plurinational State of)",NA,NA,"2003/01/03","2003/01/08",19480,323000,623000,672000,1319000,582000,1081000
3,2,880,4946292775,"Macedonia (the former Yugoslav Republic of)",NA,NA,"2003/01/08","2003/01/10",880,357000,943000,572000,734000,643000,529000
25,29,75950,5.58e+11,"Brazil",NA,NA,"2003/01/11","2003/02/04",75950,189335000,142751000,131735000,105864000,142342000,293685000
11,54,6740,5.58e+11,"Brazil",NA,NA,"2003/01/14","2003/01/24",6740,274944000,161828000,175457000,165148000,227582000,150407000
3,8,27680,27453007373,"Tunisia",NA,NA,"2003/01/14","2003/01/16",27680,2150000,1692000,1980000,1632000,1725000,2891000
14,16,148300,6372498720,"Madagascar",NA,NA,"2003/01/18","2003/01/31",148300,1078000,10177000,896000,564000,789000,1267000
2,4,210,8082364816,"Bolivia (Plurinational State of)",NA,NA,"2003/01/21","2003/01/22",210,893000,2456000,1702000,1695000,1281000,2027000
19,18,78940,58731030122,"Peru",NA,NA,"2003/01/23","2003/02/10",78940,13644000,13578000,9278000,7796000,10221000,14554000
3,1,28760,1.58e+12,"Italy",NA,NA,"2003/01/25","2003/01/27",28760,42538000,71422000,88811000,115253000,65075000,30158000
14,32,88560,6303391144,"Mozambique",NA,NA,"2003/02/04","2003/02/17",88560,1667000,828000,1619000,1005000,1254000,369000
8,1,36500,4.67e+11,"Australia",NA,NA,"2003/02/05","2003/02/12",36500,19053000,8824000,40367000,77414000,32796000,26403000
15,9,115300,17812704825,"Angola",NA,NA,"2003/02/06","2003/02/20",115300,2428000,1326000,2536000,1463000,1893000,3235000
2,3,540,2.35e+11,"Indonesia",NA,NA,"2003/02/13","2003/02/14",540,18875000,5097000,26437000,33675000,27992000,39416000
4,2,10700,5727591800,"Zimbabwe",NA,NA,"2003/02/25","2003/02/28",10700,301000,4636000,407000,5e+05,402000,522000
12,11,1250,4539500884,"Afghanistan",NA,NA,"2003/03/17","2003/03/28",1250,1405000,630000,1847000,2056000,1480000,1438000
4,1,660,1.97e+11,"South Africa",NA,NA,"2003/03/23","2003/03/26",660,12047000,16414000,42061000,49867000,33532000,31766000
3,2,700,6303391144,"Mozambique",NA,NA,"2003/03/26","2003/03/28",700,475000,747000,729000,991000,878000,632000
4,2,13530,8.96e+11,"Canada",NA,NA,"2003/03/31","2003/04/03",13530,45081000,24143000,63632000,71544000,58369000,55789000
4,4,2420,3208837077,"Malawi",NA,NA,"2003/04/05","2003/04/08",2420,314000,94000,461000,406000,388000,713000
4,30,14990,4539500884,"Afghanistan",NA,NA,"2003/04/18","2003/04/21",14990,893000,1328000,834000,391000,688000,1045000
13,23,202800,1.28e+11,"Argentina",NA,NA,"2003/04/28","2003/05/10",202800,23771000,219887000,28928000,12617000,17620000,58417000
23,119,52990,8623691300,"Ethiopia",NA,NA,"2003/04/28","2003/05/20",52990,6175000,4907000,3647000,5707000,5767000,6311000
9,3,272100,1.15e+13,"United States of America (the)",NA,NA,"2003/05/06","2003/05/14",272100,602893000,130751000,631189000,639503000,559720000,1074642000
1,2,400,4926471294,"Namibia",NA,NA,"2003/05/12","2003/05/12",400,246000,437000,672000,764000,402000,534000
7,38,317900,1.66e+12,"China",NA,NA,"2003/05/15","2003/05/21",317900,274745000,192344000,221753000,261983000,246136000,379199000
10,235,13490,18881765437,"Sri Lanka",NA,NA,"2003/05/17","2003/05/26",13490,16612000,17667000,18561000,19449000,19203000,4238000
2,6,174,5.24e+08,"American Samoa",NA,NA,"2003/05/18","2003/05/19",174,74000,2013000,116000,140000,91000,105000
3,1,6240,83620628582,"Venezuela (Bolivarian Republic of)",NA,NA,"2003/06/01","2003/06/03",6240,2972000,3058000,3893000,8859000,5606000,5354000
3,28,44620,1.66e+12,"China",NA,NA,"2003/06/05","2003/06/07",44620,225936000,80467000,201284000,172925000,181990000,130720000
2,4,1200,7.29e+11,"Mexico",NA,NA,"2003/06/05","2003/06/06",1200,58653000,15183000,117233000,78960000,70544000,12819000
5,6,1700,1555301496,"Tajikistan",NA,NA,"2003/06/06","2003/06/10",1700,222000,2539000,428000,266000,255000,358000
3,3,3350,94641378693,"Colombia",NA,NA,"2003/06/14","2003/06/16",3350,6596000,2478000,3815000,8266000,8323000,4951000
6,13,2650,4539500884,"Afghanistan",NA,NA,"2003/06/16","2003/06/21",2650,965000,248000,7e+05,789000,882000,241000
5,3,12930,490439064.4,"Timor-Leste",NA,NA,"2003/06/16","2003/06/20",12930,34000,41000,33000,49000,39000,161000
15,65,4230,60158929188,"Bangladesh",NA,NA,"2003/06/19","2003/07/03",4230,4.1e+07,14159000,21439000,31111000,34800000,33317000
36,430,1287000,1.66e+12,"China",NA,NA,"2003/06/23","2003/07/28",1287000,1581448000,5393403000,3104302000,2041315000,2731900000,2194549000
38,30,108400,1.66e+12,"China",NA,NA,"2003/07/01","2003/08/07",108400,653496000,1893321000,415141000,423514000,489769000,734135000
3,20,960,6606884391,"Uganda",NA,NA,"2003/07/01","2003/07/03",960,1521000,1554000,1222000,1378000,1302000,510000
49,239,137100,6330473097,"Nepal",NA,NA,"2003/07/03","2003/08/20",137100,7755000,4014000,6972000,10466000,8755000,7200000
17,3,150500,1.15e+13,"United States of America (the)",NA,NA,"2003/07/05","2003/07/21",150500,904109000,271825000,999527000,864055000,913816000,900829000
4,33,1440,4539500884,"Afghanistan",NA,NA,"2003/07/12","2003/07/15",1440,1434000,684000,1904000,853000,1182000,456000
3,23,8080,4.52e+12,"Japan",NA,NA,"2003/07/19","2003/07/21",8080,759018000,99142000,543914000,327841000,582840000,663655000
21,15,281900,1595297356,"Mongolia",NA,NA,"2003/07/21","2003/08/10",281900,281000,243000,216000,142000,203000,387000
15,230,3079,91760542940,"Pakistan",NA,NA,"2003/07/22","2003/08/05",3079,126250000,106501000,144487000,152622000,134784000,65640000
2,24,2580,4539500884,"Afghanistan",NA,NA,"2003/07/29","2003/07/30",2580,793000,640000,766000,503000,621000,278000
3,13,78730,67863828413,"Algeria",NA,NA,"2003/08/09","2003/08/11",78730,5632000,5118000,4317000,6010000,4439000,5767000
81,123,471100,1.66e+12,"China",NA,NA,"2003/08/24","2003/11/12",471100,1464900000,2630020000,1695812000,3175935000,1334188000,820551000
55,67,117900,6.08e+11,"India",NA,NA,"2003/08/27","2003/10/20",117900,422286000,201250000,245155000,429842000,340463000,443979000
3,2,1100,1.58e+12,"Italy",NA,NA,"2003/08/29","2003/08/31",1100,109620000,316007000,182683000,220300000,191545000,127127000
2,24,160,4826827577,"Haiti",NA,NA,"2003/08/29","2003/08/30",160,1397000,1084000,1715000,3234000,1211000,1192000
54,16,134900,1.05e+11,"Nigeria",NA,NA,"2003/09/05","2003/10/28",134900,33977000,6710000,17733000,30490000,26424000,6592000
5,36,3519,91760542940,"Pakistan",NA,NA,"2003/09/05","2003/09/09",3519,28606000,3564000,14184000,11826000,23072000,2744000
5,15,31350,39552513316,"Viet Nam",NA,NA,"2003/09/10","2003/09/14",31350,5302000,8341000,4380000,3426000,4016000,2694000
3,4,380,27453007373,"Tunisia",NA,NA,"2003/09/16","2003/09/18",380,3291000,1166000,5106000,4911000,4730000,7624000
3,13,2290,1.66e+12,"China",NA,NA,"2003/09/20","2003/09/22",2290,261983000,44332000,167413000,181579000,225641000,83909000
4,13,51770,67863828413,"Algeria",NA,NA,"2003/10/15","2003/10/18",51770,6954000,20631000,7516000,5144000,5302000,13254000
8,52,10630,39552513316,"Viet Nam",NA,NA,"2003/10/15","2003/10/22",10630,15162000,21293000,10286000,7641000,12324000,8822000
5,4,73220,5.58e+11,"Brazil",NA,NA,"2003/10/27","2003/10/31",73220,32662000,66744000,50268000,32306000,29357000,37836000
2,241,600,2.35e+11,"Indonesia",NA,NA,"2003/11/02","2003/11/03",600,173595000,340846000,287816000,219857000,195647000,246975000
4,61,362,39552513316,"Viet Nam",NA,NA,"2003/11/11","2003/11/14",362,21975000,45369000,28434000,25941000,18352000,50280000
2,18,250,1.15e+13,"United States of America (the)",NA,NA,"2003/11/12","2003/11/13",250,2650487000,1402149000,2481259000,5566424000,2381520000,1425650000
1,9,2000,21403167848,"Dominican Republic (the)",NA,NA,"2003/11/14","2003/11/14",2000,1716000,6241000,3854000,2856000,1436000,1818000
27,7,5300,8230387552,"Honduras",NA,NA,"2003/11/28","2003/12/24",5300,2274000,4370000,1186000,4025000,2711000,4323000
7,8,1500,2.35e+11,"Indonesia",NA,NA,"2003/11/30","2003/12/06",1500,46476000,49338000,61951000,57587000,51201000,11967000
27,148,79400,2.35e+11,"Indonesia",NA,NA,"2003/12/10","2004/01/05",79400,188358000,65536000,96100000,192103000,187051000,108027000
3,1,770,17271760507,"Costa Rica",NA,NA,"2003/12/12","2003/12/14",770,898000,1597000,2360000,3386000,2337000,2785000
32,69,8230,8082364816,"Bolivia (Plurinational State of)",NA,NA,"2003/12/22","2004/01/22",8230,7173000,1650000,2952000,5564000,6079000,1511000
3,8,1300,3.15e+11,"Turkey",NA,NA,"2003/12/24","2003/12/26",1300,43009000,66923000,52877000,41992000,43409000,37475000
18,4,73130,58731030122,"Peru",NA,NA,"2003/12/28","2004/01/14",73130,6262000,10508000,8321000,6215000,6305000,10860000
11,3,32620,1.25e+11,"Malaysia",NA,NA,"2004/01/24","2004/02/03",32620,10583000,28412000,12032000,19563000,12174000,48537000
16,7,20370,95002028505,"Philippines (the)",NA,NA,"2004/02/11","2004/02/26",20370,16088000,15090000,17929000,21345000,15721000,9770000
6,5,280,2.57e+11,"Indonesia",NA,NA,"2004/02/18","2004/02/23",280,50471000,81626000,79356000,58425000,70606000,81768000
33,50,268300,16095337094,"Kenya",NA,NA,"2004/04/09","2004/05/11",268300,6529000,1961000,3554000,4703000,5054000,1522000
4,4,8880,16095337094,"Kenya",NA,NA,"2004/04/09","2004/04/12",8880,1245000,1780000,1607000,1315000,1312000,1290000
5,51,370,666072101.8,"Djibouti",NA,NA,"2004/04/12","2004/04/16",370,373000,1198000,479000,405000,309000,667000
35,18,264500,5.91e+11,"Russian Federation (the)",NA,NA,"2004/04/14","2004/05/18",264500,146700000,30039000,76922000,97976000,105510000,15310000
3,5,2680,2.59e+11,"Saudi Arabia",NA,NA,"2004/04/14","2004/04/16",2680,24396000,12323000,23705000,23917000,26318000,42880000
2,9,3300,45427854693,"Viet Nam",NA,NA,"2004/04/16","2004/04/17",3300,4600000,3096000,2894000,3678000,3956000,7912000
2,2,7980,18610594846,"Costa Rica",NA,NA,"2004/05/10","2004/05/11",7980,745000,380000,875000,1093000,929000,611000
5,7,10940,1.96e+12,"China",NA,NA,"2004/05/13","2004/05/17",10940,215610000,206013000,220923000,191273000,194706000,276376000
2,18,114,1.96e+12,"China",NA,NA,"2004/05/27","2004/05/28",114,521005000,74497000,346378000,1144750000,474858000,277204000
2,28,150,6.69e+11,"Brazil",NA,NA,"2004/06/01","2004/06/02",150,211967000,16326000,198441000,492134000,180194000,165197000
2,3,9850,1.96e+12,"China",NA,NA,"2004/06/05","2004/06/06",9850,92890000,29703000,89611000,103842000,97760000,83112000
3,45,9000,7.09e+11,"India",NA,NA,"2004/06/09","2004/06/11",9000,164430000,14900000,85235000,56537000,132615000,8324000
1,1,120,7.82e+11,"Mexico",NA,NA,"2004/06/12","2004/06/12",120,34070000,21939000,99786000,139591000,91878000,113729000
3,5,47480,1.96e+12,"China",NA,NA,"2004/06/14","2004/06/16",47480,109515000,50460000,128889000,106557000,93999000,27285000
2,7,150,6.69e+11,"Brazil",NA,NA,"2004/06/17","2004/06/18",150,104489000,471876000,121958000,203481000,123251000,64999000
45,730,21420,65108544250,"Bangladesh",NA,NA,"2004/06/20","2004/08/03",21420,189836000,854817000,275146000,420933000,299895000,458114000
6,47,92250,1.96e+12,"China",NA,NA,"2004/06/20","2004/06/25",92250,421184000,316632000,312959000,362613000,360020000,87557000
4,4,8720,1.36e+11,"Nigeria",NA,NA,"2004/06/22","2004/06/25",8720,10556000,13579000,13576000,11179000,11149000,10899000
3,15,14990,1.96e+12,"China",NA,NA,"2004/06/28","2004/06/30",14990,236531000,218255000,142762000,132982000,181072000,117139000
3,15,2080,95002028505,"Philippines (the)",NA,NA,"2004/06/28","2004/06/30",2080,16413000,3354000,9936000,11169000,13918000,5208000
2,3,4600,99079230170,"Chile",NA,NA,"2004/06/30","2004/07/01",4600,5392000,1324000,4176000,6264000,6135000,2902000
9,185,37430,7273938315,"Nepal",NA,NA,"2004/07/05","2004/07/13",37430,4479000,4173000,5091000,6250000,5065000,1788000
3,21,7060,4.89e+12,"Japan",NA,NA,"2004/07/12","2004/07/14",7060,803361000,936744000,356176000,359388000,619596000,747416000
7,16,78940,5220823685,"Afghanistan",NA,NA,"2004/07/13","2004/07/19",78940,716000,476000,515000,481000,534000,817000
6,1,2160,5125365192,"Georgia",NA,NA,"2004/07/15","2004/07/20",2160,305000,1036000,607000,1821000,783000,1136000
6,133,27920,1.96e+12,"China",NA,NA,"2004/07/15","2004/07/20",27920,889769000,692093000,571813000,742037000,925162000,214673000
11,53,12020,45427854693,"Viet Nam",NA,NA,"2004/07/18","2004/07/28",12020,19959000,9165000,15473000,12418000,16277000,20555000
5,4,3540,74972669057,"Romania",NA,NA,"2004/07/28","2004/08/01",3540,7609000,9268000,6433000,11255000,9293000,5325000
25,9,154400,1.73e+11,"Thailand",NA,NA,"2004/08/06","2004/08/30",154400,28404000,14054000,21501000,16039000,22365000,47166000
5,65,5480,1.36e+11,"Nigeria",NA,NA,"2004/08/08","2004/08/12",5480,52884000,22064000,30168000,17630000,44543000,6061000
2,2,16750,4.09e+11,"Turkey",NA,NA,"2004/08/16","2004/08/17",16750,14312000,13899000,19220000,21886000,16586000,15645000
3,25,20780,1.36e+11,"Nigeria",NA,NA,"2004/08/21","2004/08/23",20780,20072000,14095000,16491000,10706000,15453000,42407000
59,34,47760,45427854693,"Viet Nam",NA,NA,"2004/08/24","2004/10/21",47760,27182000,81460000,35069000,23691000,21755000,46362000
6,222,362800,1.96e+12,"China",NA,NA,"2004/09/02","2004/09/07",362800,725211000,835381000,998634000,1671914000,1250808000,1982762000
3,16,80,15013381700,"Panama",NA,NA,"2004/09/17","2004/09/19",80,4845000,593000,2645000,6531000,4496000,3615000
10,3,1516,1272360595,"Central African Republic",NA,NA,"2004/10/24","2004/11/02",1516,180000,372000,276000,554000,301000,599000
9,35,13180,1.12e+11,"Venezuela (Bolivarian Republic of)",NA,NA,"2004/11/17","2004/11/25",13180,35648000,40462000,20541000,21364000,28016000,36327000
15,3,80550,6.14e+11,"Australia",NA,NA,"2004/12/08","2004/12/22",80550,5.1e+07,27673000,61092000,60903000,54593000,54755000
20,34,436700,1.9e+11,"Iran (Islamic Republic of)",NA,NA,"2004/12/09","2004/12/28",436700,45839000,17754000,41424000,27710000,35207000,48087000
13,6,23460,20662525941,"Sri Lanka",NA,NA,"2004/12/11","2004/12/23",23460,2860000,5918000,3900000,3961000,2794000,3187000
2,1,2660,23552047248,"Angola",NA,NA,"2004/12/18","2004/12/19",2660,808000,586000,1847000,2552000,1608000,419000
5,28,560,1.3e+13,"United States of America (the)",NA,NA,"2005/01/07","2005/01/11",560,4978161000,838850000,5792882000,4756242000,4284932000,5795338000
42,34,1340,824880550.3,"Guyana",NA,NA,"2005/01/15","2005/02/25",1340,806000,20129000,694000,1155000,641000,2328000
6,29,22760,3.28e+11,"Saudi Arabia",NA,NA,"2005/01/22","2005/01/27",22760,71042000,75170000,60273000,39706000,54263000,44724000
14,19,184290,8.92e+11,"Brazil",NA,NA,"2005/01/29","2005/02/11",184290,158299000,323899000,127481000,80887000,115683000,229321000
8,520,123200,1.2e+11,"Pakistan",NA,NA,"2005/02/09","2005/02/16",123200,95430000,65347000,158664000,229283000,177060000,277012000
7,15,104000,1.2e+11,"Pakistan",NA,NA,"2005/03/02","2005/03/08",104000,15142000,17906000,11839000,10143000,11329000,7932000
14,25,16370,5859269849,"Madagascar",NA,NA,"2005/03/02","2005/03/15",16370,1857000,1433000,1657000,1418000,1476000,1190000
32,3,46050,6226199249,"Afghanistan",NA,NA,"2005/03/05","2005/04/05",46050,816000,177000,609000,1027000,1065000,1828000
21,200,275300,6226199249,"Afghanistan",NA,NA,"2005/03/05","2005/03/25",275300,4127000,6927000,5391000,5300000,5009000,10470000
4,11,436800,1.03e+11,"Algeria",NA,NA,"2005/03/06","2005/03/09",436800,6579000,13073000,8595000,11962000,5679000,10163000
2,3,23040,2.26e+11,"Iran (Islamic Republic of)",NA,NA,"2005/03/11","2005/03/12",23040,9179000,5963000,10333000,11725000,9091000,8379000
10,2,110,3.06e+11,"Poland",NA,NA,"2005/03/17","2005/03/26",110,56666000,64530000,56400000,97359000,116698000,138849000
5,20,75650,1.2e+11,"Pakistan",NA,NA,"2005/03/20","2005/03/24",75650,15873000,9802000,11686000,11701000,12121000,23622000
3,4,150,5859269849,"Madagascar",NA,NA,"2005/03/24","2005/03/26",150,832000,841000,861000,1283000,1256000,1749000
6,2,130500,1.3e+13,"United States of America (the)",NA,NA,"2005/04/01","2005/04/06",130500,523852000,142104000,692194000,835190000,565125000,483647000
3,1,510,18399046025,"Tanzania, United Republic of",NA,NA,"2005/04/16","2005/04/18",510,1031000,1862000,2595000,3869000,2823000,2967000
2,47,1730,2.86e+11,"Indonesia",NA,NA,"2005/04/26","2005/04/27",1730,75692000,77173000,83455000,49435000,61414000,28108000
5,20,82360,6226199249,"Afghanistan",NA,NA,"2005/05/04","2005/05/08",82360,811000,432000,606000,610000,621000,1844000
4,13,12730,69442943089,"Bangladesh",NA,NA,"2005/05/25","2005/05/28",12730,9181000,4965000,7690000,5378000,7216000,4260000
19,6,71250,29869284035,"Bulgaria",NA,NA,"2005/05/26","2005/06/13",71250,4036000,6791000,4753000,3230000,3643000,5856000
2,8,2020,2.29e+12,"China",NA,NA,"2005/05/28","2005/05/29",2020,238730000,55005000,248545000,226730000,219554000,133393000
4,28,6050,8.92e+11,"Brazil",NA,NA,"2005/06/01","2005/06/04",6050,199694000,25168000,143633000,78858000,156033000,42813000
25,4,86680,1.17e+12,"Canada",NA,NA,"2005/06/07","2005/07/01",86680,141049000,214821000,155018000,123321000,145404000,120779000
3,8,5930,2312327536,"Tajikistan",NA,NA,"2005/06/08","2005/06/10",5930,240000,1710000,147000,166000,210000,436000
3,117,2330,2.29e+12,"China",NA,NA,"2005/06/10","2005/06/12",2330,1105433000,92705000,529727000,467171000,1048579000,182921000
9,19,93630,2.29e+12,"China",NA,NA,"2005/06/17","2005/06/25",93630,373750000,157522000,232404000,235338000,277051000,181570000
4,20,3520,18737897745,"Kenya",NA,NA,"2005/06/17","2005/06/20",3520,3898000,1e+06,1867000,1980000,3165000,559000
12,235,226600,2.29e+12,"China",NA,NA,"2005/06/19","2005/06/30",226600,1314199000,3324176000,2030996000,2535123000,1830239000,3270203000
46,39,28630,1.2e+11,"Pakistan",NA,NA,"2005/06/21","2005/08/05",28630,75220000,97658000,42909000,53754000,61004000,96562000
3,5,12210,1.22e+11,"Chile",NA,NA,"2005/06/26","2005/06/28",12210,8724000,4342000,8023000,7007000,8056000,13177000
4,6,6530,8.2e+11,"India",NA,NA,"2005/06/26","2005/06/29",6530,82496000,51788000,82676000,72398000,79479000,3.02e+08
13,58,69400,2.29e+12,"China",NA,NA,"2005/06/28","2005/07/10",69400,828413000,481974000,808327000,625533000,678506000,185229000
43,5,275000,2.29e+12,"China",NA,NA,"2005/07/01","2005/08/12",275000,323289000,256321000,353935000,286283000,289070000,99603000
14,62,55740,8.2e+11,"India",NA,NA,"2005/07/02","2005/07/15",55740,330643000,282192000,324402000,250910000,272242000,152603000
17,24,40040,98452791983,"Romania",NA,NA,"2005/07/12","2005/07/28",40040,28446000,315377000,27849000,18961000,21749000,163376000
3,4,1470,1.44e+11,"Malaysia",NA,NA,"2005/07/17","2005/07/19",1470,13499000,5145000,23157000,16744000,16914000,7948000
2,16,390,2.29e+12,"China",NA,NA,"2005/07/21","2005/07/22",390,458434000,18462000,431550000,828282000,412672000,304633000
25,126,619200,8.2e+11,"India",NA,NA,"2005/07/23","2005/08/16",619200,402133000,16226000,206341000,442535000,435319000,251217000
13,1200,35550,8.2e+11,"India",NA,NA,"2005/07/24","2005/08/05",35550,1571679000,3883919000,2945429000,3295377000,3177135000,4196009000
2,52,4580,2.26e+11,"Iran (Islamic Republic of)",NA,NA,"2005/07/31","2005/08/01",4580,52769000,14570000,31957000,22120000,43548000,5153000
3,18,9970,9.35e+11,"Korea (the Republic of)",NA,NA,"2005/08/02","2005/08/04",9970,133359000,38149000,68103000,65333000,102274000,97721000
2,7,1670,5.06e+11,"Turkey",NA,NA,"2005/08/02","2005/08/03",1670,51009000,94032000,90919000,53252000,49423000,31916000
8,7,44210,29869284035,"Bulgaria",NA,NA,"2005/08/04","2005/08/11",44210,3177000,4919000,3419000,2858000,2661000,3273000
41,60,159500,1.76e+11,"Nigeria",NA,NA,"2005/08/07","2005/09/16",159500,95327000,2421000,59450000,75111000,75423000,44529000
18,1,8350,1337894285,"Central African Republic",NA,NA,"2005/08/08","2005/08/25",8350,104000,620000,176000,879000,268000,371000
3,43,4900,2.26e+11,"Iran (Islamic Republic of)",NA,NA,"2005/08/09","2005/08/11",4900,57193000,5574000,22595000,19467000,45735000,5072000
8,52,85860,2.29e+12,"China",NA,NA,"2005/08/13","2005/08/20",85860,600599000,506144000,502419000,492042000,504628000,187646000
19,21,90160,1.89e+11,"Thailand",NA,NA,"2005/08/13","2005/08/31",90160,46369000,46520000,29857000,25434000,34329000,25142000
23,28,43680,2.29e+12,"China",NA,NA,"2005/08/14","2005/09/05",43680,811627000,7300398000,692031000,499718000,624864000,4046334000
3,20,7730,1650494367,"Sierra Leone",NA,NA,"2005/08/14","2005/08/16",7730,260000,495000,120000,119000,2e+05,252000
10,30,242700,8.77e+11,"Mexico",NA,NA,"2005/08/21","2005/08/30",242700,159670000,108924000,164402000,102105000,126012000,151410000
3,27,12680,8.2e+11,"India",NA,NA,"2005/08/26","2005/08/28",12680,137690000,32774000,99429000,60629000,105842000,82152000
9,5,40660,35182105414,"Sudan (the)",NA,NA,"2005/08/29","2005/09/06",40660,3381000,6204000,3577000,3820000,3128000,12217000
3,1,9810,2.2e+12,"France",NA,NA,"2005/09/07","2005/09/09",9810,72013000,189897000,123661000,201073000,126811000,191959000
