"duration","deaths","area","gdp","country","lat","lon","Began","Ended","dismagvalue","lm_USD","rf_USD","xgb_USD","svr_USD","brnn_USD","knn_USD"
8,40,29000,9.62e+11,"China",NA,NA,"1997/06/03","1997/06/10",29000,268798000,13563000,176436000,171413000,209938000,78377000
11,2,25840,1.14e+11,"Iran (Islamic Republic of)",NA,NA,"1997/06/18","1997/06/28",25840,8187000,16801000,11140000,23429000,11456000,15721000
3,4,11250,5.7e+11,"Korea (the Republic of)",NA,NA,"1997/07/01","1997/07/03",11250,36920000,5954000,37483000,32935000,36601000,40020000
23,29,34990,62180159376,"Czech Republic (the)",NA,NA,"1997/07/02","1997/07/24",34990,23359000,329610000,18791000,14925000,18197000,162325000
5,11,109500,1.14e+11,"Iran (Islamic Republic of)",NA,NA,"1997/07/02","1997/07/06",109500,10393000,4998000,10211000,8287000,7983000,8798000
38,55,34950,1.59e+11,"Poland",NA,NA,"1997/07/03","1997/08/09",34950,104751000,675754000,69030000,70840000,85047000,235685000
37,20,2951,35574916295,"Romania",NA,NA,"1997/07/04","1997/08/09",2951,21644000,49879000,9190000,27261000,19816000,65542000
24,9,90,1930081169,"Moldova (the Republic of)",NA,NA,"1997/07/06","1997/07/29",90,1203000,5756000,823000,919000,1059000,999000
1,79,1200,48244309133,"Bangladesh",NA,NA,"1997/07/13","1997/07/13",1200,12859000,58954000,20979000,19792000,11368000,34770000
4,31,4,62433300338,"Pakistan",NA,NA,"1997/07/25","1997/07/28",4,55674000,7231000,2779000,26300000,26899000,6853000
8,5,15180,8.58e+12,"United States of America (the)",NA,NA,"1997/07/25","1997/08/01",15180,933286000,487985000,872428000,1394854000,947856000,1421140000
1,11,36,5.7e+11,"Korea (the Republic of)",NA,NA,"1997/08/04","1997/08/04",36,105053000,93759000,70416000,356486000,106461000,170624000
23,140,1925,62433300338,"Pakistan",NA,NA,"1997/08/12","1997/09/03",1925,88697000,72026000,69625000,112375000,79255000,49481000
1,400,3,4.16e+11,"India",NA,NA,"1997/08/22","1997/08/22",3,753377000,1665476000,136662000,302726000,559609000,98744000
7,10,11300,15091913884,"Sri Lanka",NA,NA,"1997/09/13","1997/09/19",11300,2318000,542000,1675000,2153000,2001000,1416000
3,2,5120,1.07e+11,"Colombia",NA,NA,"1997/10/14","1997/10/16",5120,5614000,3883000,4324000,8772000,7902000,7986000
32,297,300,8589211390,"Ethiopia",NA,NA,"1997/10/26","1997/11/26",300,29302000,45508000,56407000,26518000,21601000,34636000
15,100,20,6269333313,"Uganda",NA,NA,"1997/11/14","1997/11/28",20,14081000,910000,3464000,2115000,5817000,859000
4,1000,202,62191955814,"Pakistan",NA,NA,"1998/03/02","1998/03/05",202,160064000,634283000,418952000,117781000,252553000,94675000
8,84,850,1.1e+11,"Iran (Islamic Republic of)",NA,NA,"1998/03/28","1998/04/04",850,85224000,100798000,73619000,75259000,73094000,103443000
75,19,35000,2.99e+11,"Argentina",NA,NA,"1998/04/11","1998/06/24",35000,157386000,443785000,167851000,155588000,137536000,142571000
4,51,500,1320242081,"Tajikistan",NA,NA,"1998/04/24","1998/04/27",500,631000,7932000,903000,658000,528000,1386000
8,5,12,12270448700,"Tanzania, United Republic of",NA,NA,"1998/04/27","1998/05/04",12,4886000,2734000,1695000,4466000,4832000,2112000
5,1,12,1645963750,"Kyrgyzstan",NA,NA,"1998/05/18","1998/05/22",12,231000,542000,167000,1026000,583000,502000
1,15,575,1.03e+12,"China",NA,NA,"1998/05/24","1998/05/24",575,134423000,52080000,193772000,354636000,112177000,193082000
16,31,1030,41694118973,"Romania",NA,NA,"1998/06/15","1998/06/30",1030,25946000,81543000,30140000,33714000,22063000,32680000
61,3656,250000,1.03e+12,"China",NA,NA,"1998/07/01","1998/08/30",250000,5041291000,9731244000,14578576000,2602084000,12168206000,2547078000
53,260,405,4856255044,"Nepal",NA,NA,"1998/07/04","1998/08/25",405,18562000,17605000,37163000,15642000,12242000,16644000
80,1050,91120,49984559471,"Bangladesh",NA,NA,"1998/07/05","1998/09/22",91120,176531000,1670301000,524407000,328598000,318185000,281198000
54,14,1000,4e+11,"Australia",NA,NA,"1998/07/17","1998/09/08",1000,294742000,187629000,216001000,421074000,271373000,511451000
4,1,75,15794972847,"Sri Lanka",NA,NA,"1998/07/17","1998/07/20",75,1434000,1102000,2979000,5172000,4405000,4324000
11,403,804,3.83e+11,"Korea (the Republic of)",NA,NA,"1998/07/31","1998/08/10",804,774407000,1777357000,2298603000,1036154000,913221000,1666327000
1,4,70,95445547873,"Indonesia",NA,NA,"1998/08/02","1998/08/02",70,9304000,4547000,10954000,29671000,13311000,27308000
4,50,400,4856255044,"Nepal",NA,NA,"1998/08/28","1998/08/31",400,2394000,7239000,2347000,2745000,1995000,6173000
14,103,1700,11250327988,"Sudan (the)",NA,NA,"1998/08/28","1998/09/10",1700,11081000,15626000,10914000,11192000,9737000,10207000
1,50,212000,1.03e+12,"China",NA,NA,"1998/08/31","1998/08/31",212000,84911000,74355000,110144000,478177000,130788000,405196000
10,274,809,5.27e+11,"Mexico",NA,NA,"1998/09/03","1998/09/12",809,836042000,1104342000,2745565000,1037021000,887798000,1475425000
1,230,8000,4.21e+11,"India",NA,NA,"1998/09/20","1998/09/20",8000,137136000,481203000,248792000,202569000,197603000,295146000
8,45,110,27209602050,"Viet Nam",NA,NA,"1998/10/16","1998/10/23",110,22229000,11866000,10614000,16212000,16183000,18360000
1,18,1000,41883241478,"Ukraine",NA,NA,"1998/11/08","1998/11/08",1000,5425000,5449000,8181000,10791000,4309000,17822000
1,12,95,1.4e+11,"Indonesia",NA,NA,"1999/01/05","1999/01/05",95,22614000,33349000,25891000,86954000,21919000,53495000
60,23,700,5976408044,"Mozambique",NA,NA,"1999/01/15","1999/03/15",700,6359000,14364000,11268000,8706000,4807000,19654000
3,34,58,85640133800,"Philippines (the)",NA,NA,"1999/02/20","1999/02/22",58,43045000,13691000,15065000,54577000,33912000,28714000
35,2,2557,12138486532,"Belarus",NA,NA,"1999/03/07","1999/04/10",2557,2281000,3936000,1789000,8652000,4944000,4231000
1,60,250,50187324568,"Peru",NA,NA,"1999/03/19","1999/03/19",250,15458000,106059000,28587000,50185000,12872000,36476000
51,7,121,2.19e+12,"Germany",NA,NA,"1999/05/11","1999/06/30",121,1.619e+09,813324000,1012041000,1372523000,1405259000,1115056000
10,2,1157,30463670124,"Slovakia",NA,NA,"1999/06/22","1999/07/01",1157,3679000,20725000,7037000,14559000,7611000,7612000
42,725,41000,1.09e+12,"China",NA,NA,"1999/06/23","1999/08/03",41000,2725178000,8540490000,4606287000,6221877000,4408490000,7070635000
6,27,45,1086605267,"Tajikistan",NA,NA,"1999/07/07","1999/07/12",45,703000,641000,291000,401000,513000,125000
8,8,2370,49073380174,"Hungary",NA,NA,"1999/07/09","1999/07/16",2370,9507000,29333000,7569000,12967000,10237000,9203000
24,31,60,51270569884,"Bangladesh",NA,NA,"1999/07/11","1999/08/03",60,64651000,74403000,22810000,30057000,35487000,15265000
13,51,50100,1.14e+11,"Iran (Islamic Republic of)",NA,NA,"1999/07/15","1999/07/27",50100,40976000,64308000,45100000,29451000,32682000,24651000
13,40,500,28683659007,"Viet Nam",NA,NA,"1999/07/24","1999/08/05",500,21034000,27471000,20986000,25364000,16991000,19943000
13,7,162,1.27e+11,"Thailand",NA,NA,"1999/07/24","1999/08/05",162,46966000,26565000,65478000,43729000,54519000,22901000
10,64,440,4.98e+11,"Korea (the Republic of)",NA,NA,"1999/07/30","1999/08/08",440,420188000,433437000,438334000,463844000,337405000,742992000
7,7,120,3517242477,"Cambodia",NA,NA,"1999/08/02","1999/08/08",120,1028000,544000,821000,860000,1226000,1786000
48,636,200,6e+11,"Mexico",NA,NA,"1999/09/12","1999/10/29",200,3928508000,1458917000,6437738000,1237719000,2804241000,3646345000
16,622,947,28683659007,"Viet Nam",NA,NA,"1999/10/25","1999/11/09",947,83717000,158416000,198290000,112589000,110275000,225325000
4,34,40,7700833482,"Ethiopia",NA,NA,"1999/10/30","1999/11/02",40,4738000,2977000,2182000,3800000,3471000,1456000
9,127,288,28683659007,"Viet Nam",NA,NA,"1999/12/02","1999/12/10",288,35297000,24862000,22162000,37586000,29001000,24221000
6,30000,350,97976886247,"Venezuela (Bolivarian Republic of)",NA,NA,"1999/12/15","1999/12/20",350,1564637000,1774011000,1175553000,146320000,3532857000,834210000
6,26,350000,6.55e+11,"Brazil",NA,NA,"2000/01/01","2000/01/06",350000,81668000,78926000,87709000,81321000,70466000,80472000
8,31,47000,9129594819,"Angola",NA,NA,"2000/01/08","2000/01/15",47000,2052000,5869000,1715000,1377000,1563000,4475000
62,800,1980,5656473652,"Mozambique",NA,NA,"2000/01/26","2000/03/27",1980,30945000,146557000,126550000,22857000,38351000,28629000
62,70,295,6689957600,"Zimbabwe",NA,NA,"2000/01/26","2000/03/27",295,14923000,36908000,21743000,16182000,7962000,21169000
5,50,16700,83669693589,"Philippines (the)",NA,NA,"2000/01/28","2000/02/01",16700,23243000,7625000,15440000,10254000,18889000,18322000
5,3,55000,1.03e+13,"United States of America (the)",NA,NA,"2000/02/18","2000/02/22",55000,548368000,1108348000,686203000,628949000,543970000,240092000
21,9,932,37253259017,"Romania",NA,NA,"2000/04/05","2000/04/25",932,14264000,55395000,16574000,26553000,16172000,14874000
26,1,2500,47218405892,"Hungary",NA,NA,"2000/04/06","2000/05/01",2500,5443000,34125000,8120000,42260000,16748000,34218000
5,15,21000,1.21e+12,"China",NA,NA,"2000/04/13","2000/04/17",21000,174435000,46198000,134001000,108152000,133689000,46242000
9,126,11400,1.65e+11,"Indonesia",NA,NA,"2000/05/16","2000/05/24",11400,103658000,50717000,43811000,71965000,99621000,16328000
7,96,2e+05,99886577331,"Colombia",NA,NA,"2000/05/18","2000/05/24",200000,28858000,39948000,19828000,40817000,31938000,34293000
1,2,17000,2.74e+11,"Turkey",NA,NA,"2000/05/27","2000/05/27",17000,6913000,14022000,14005000,28947000,7659000,4758000
20,34,114000,1.21e+12,"China",NA,NA,"2000/05/31","2000/06/19",114000,372594000,59724000,288357000,203473000,279072000,148651000
12,1,84000,78249883996,"Chile",NA,NA,"2000/06/05","2000/06/16",84000,3317000,5621000,8984000,10933000,5394000,9282000
16,16,11600,19288827159,"Guatemala",NA,NA,"2000/06/06","2000/06/21",11600,5517000,4276000,3526000,5505000,4751000,2472000
1,20,55000,4.68e+11,"India",NA,NA,"2000/06/10","2000/06/10",55000,30888000,55151000,40147000,99967000,28914000,41472000
1,1,30,1.37e+12,"France",NA,NA,"2000/06/10","2000/06/10",30,76784000,56101000,121726000,333763000,227588000,308381000
14,43,76000,1.21e+12,"China",NA,NA,"2000/06/17","2000/06/30",76000,382630000,56239000,307545000,251942000,297544000,58757000
1,11,17000,53369787319,"Bangladesh",NA,NA,"2000/06/24","2000/06/24",17000,3214000,1708000,4578000,6215000,2588000,2096000
31,347,638,3654031716,"Cambodia",NA,NA,"2000/07/11","2000/08/10",638,11593000,50173000,24223000,14025000,10501000,19608000
1,13,129,5.76e+11,"Korea (the Republic of)",NA,NA,"2000/07/22","2000/07/22",129,91679000,48591000,101793000,355320000,85976000,202899000
8,2,192100,2.6e+11,"Russian Federation (the)",NA,NA,"2000/07/30","2000/08/06",192100,11174000,17078000,14391000,16963000,11931000,5804000
29,867,3e+05,4.68e+11,"India",NA,NA,"2000/08/02","2000/08/30",300000,750841000,136766000,1142493000,941136000,1456999000,316698000
3,3,3700,10566578953,"Cameroon",NA,NA,"2000/08/03","2000/08/05",3700,723000,268000,426000,889000,901000,553000
2,8,16200,1.1e+11,"Iran (Islamic Republic of)",NA,NA,"2000/08/08","2000/08/09",16200,7856000,6103000,8012000,6682000,6346000,4302000
12,9,57500,8242392104,"Ethiopia",NA,NA,"2000/08/10","2000/08/21",57500,1149000,936000,1352000,903000,926000,1233000
9,179,129500,4.68e+11,"India",NA,NA,"2000/08/23","2000/08/31",129500,226168000,262867000,139211000,411508000,281546000,565562000
4,7,27590,5.76e+11,"Korea (the Republic of)",NA,NA,"2000/08/26","2000/08/29",27590,48250000,69570000,64924000,36584000,39910000,40428000
3,20,13970,19288827159,"Guatemala",NA,NA,"2000/09/15","2000/09/17",13970,2731000,1326000,1405000,1366000,2079000,1432000
3,3,3000,6.55e+11,"Brazil",NA,NA,"2000/09/16","2000/09/18",3000,46576000,19537000,40460000,59647000,59629000,35377000
34,884,12680,4.68e+11,"India",NA,NA,"2000/09/18","2000/10/21",12680,1451453000,1378782000,1511110000,2861895000,2440836000,2980986000
5,2,8000,16330814180,"Sri Lanka",NA,NA,"2000/09/18","2000/09/22",8000,1003000,2508000,1116000,2241000,1452000,1431000
7,10,11170,1.21e+12,"China",NA,NA,"2000/10/12","2000/10/18",11170,186199000,39809000,134272000,173252000,160912000,113527000
4,6,10250,6.55e+11,"Brazil",NA,NA,"2000/10/12","2000/10/15",10250,60713000,151903000,73829000,50599000,55928000,113883000
1,6,309,4.68e+11,"India",NA,NA,"2000/10/19","2000/10/19",309,42839000,542309000,125744000,126253000,46631000,95145000
7,8,26690,5.98e+11,"Spain",NA,NA,"2000/10/20","2000/10/26",26690,70100000,72023000,66359000,63672000,58782000,100201000
6,2,77730,1.17e+11,"Venezuela (Bolivarian Republic of)",NA,NA,"2000/11/12","2000/11/17",77730,5180000,6508000,7253000,8126000,5813000,2651000
5,3,7600,16330814180,"Sri Lanka",NA,NA,"2000/11/18","2000/11/22",7600,1246000,3182000,1088000,2025000,1536000,2381000
9,36,49140,31172518403,"Viet Nam",NA,NA,"2000/11/18","2000/11/26",49140,7925000,11688000,5717000,5443000,6106000,7819000
5,3,25650,1.52e+11,"South Africa",NA,NA,"2000/11/19","2000/11/23",25650,9295000,8901000,10126000,11581000,9880000,7432000
1,51,630,1.26e+11,"Thailand",NA,NA,"2000/11/21","2000/11/21",630,30198000,145188000,59678000,69034000,24657000,73933000
7,100,300,1.65e+11,"Indonesia",NA,NA,"2000/11/28","2000/12/04",300,158608000,65083000,124793000,168453000,131077000,217962000
31,36,18960,13375976354,"Tanzania, United Republic of",NA,NA,"2000/12/01","2000/12/31",18960,7212000,5672000,3350000,4866000,5870000,12216000
4,38,590,1.65e+11,"Indonesia",NA,NA,"2000/12/03","2000/12/06",590,65889000,67126000,74186000,64227000,55204000,95331000
10,13,578300,6.55e+11,"Brazil",NA,NA,"2000/12/17","2000/12/26",578300,66473000,32018000,69255000,43311000,51350000,41759000
81,41,119163,8141537877,"Bolivia (Plurinational State of)",NA,NA,"2001/01/01","2001/03/22",119163,5265000,43830000,6043000,8254000,4069000,8586000
117,79,2e+05,5398568544,"Mozambique",NA,NA,"2001/01/01","2001/04/27",200000,5275000,11777000,6735000,13632000,4298000,3631000
1,2,845,78921234458,"Philippines (the)",NA,NA,"2001/01/15","2001/01/15",845,3435000,7925000,10013000,10269000,5079000,5170000
4,6,10600,1.22e+11,"Portugal",NA,NA,"2001/01/26","2001/01/29",10600,11240000,44828000,13751000,9333000,10321000,21212000
1,5,108,13581644246,"Tanzania, United Republic of",NA,NA,"2001/02/27","2001/02/27",108,1371000,1329000,2193000,4454000,1744000,2882000
8,3,30880,3.79e+11,"Australia",NA,NA,"2001/03/08","2001/03/15",30880,27922000,138859000,26725000,46037000,30873000,46870000
3,11,2130,24468324000,"Ecuador",NA,NA,"2001/03/08","2001/03/10",2130,3593000,1148000,2468000,2713000,3212000,1262000
1,4,4900,2.02e+11,"Turkey",NA,NA,"2001/03/08","2001/03/08",4900,9100000,4356000,12314000,18450000,8679000,8918000
8,3,78100,1.38e+12,"France",NA,NA,"2001/03/21","2001/03/28",78100,85895000,100509000,89596000,103450000,86003000,50710000
8,48,24780,8936063723,"Angola",NA,NA,"2001/04/02","2001/04/09",24780,2820000,1369000,1679000,1761000,2253000,1792000
31,1,63380,1.06e+13,"United States of America (the)",NA,NA,"2001/04/15","2001/05/15",63380,737415000,114649000,1261945000,2164238000,1503773000,1423741000
2,23,5180,5.6e+11,"Brazil",NA,NA,"2001/04/25","2001/04/26",5180,84329000,24143000,59685000,44624000,64883000,54603000
2,9,14800,52030158775,"Peru",NA,NA,"2001/04/25","2001/04/26",14800,4011000,5347000,3790000,3235000,3196000,2773000
2,83,19750,1.2e+11,"Thailand",NA,NA,"2001/05/04","2001/05/05",19750,27275000,8999000,21100000,16898000,27517000,16218000
1,32,2130,1.27e+11,"Iran (Islamic Republic of)",NA,NA,"2001/05/06","2001/05/06",2130,19232000,9879000,23294000,24315000,15048000,46811000
2,2,245,69208400000,"Puerto Rico",NA,NA,"2001/05/06","2001/05/07",245,5218000,31803000,10140000,12016000,10132000,13650000
2,3,1610,2.02e+11,"Turkey",NA,NA,"2001/05/07","2001/05/08",1610,13304000,3744000,22059000,18833000,17233000,7519000
16,10,2857000,3.07e+11,"Russian Federation (the)",NA,NA,"2001/05/12","2001/05/27",2857000,25403000,45436000,24420000,40703000,20505000,9349000
1,66,4800,1.34e+12,"China",NA,NA,"2001/06/15","2001/06/15",4800,253298000,126129000,217756000,244080000,231174000,65054000
5,166,3600,1.34e+12,"China",NA,NA,"2001/06/19","2001/06/23",3600,907421000,119060000,354003000,406222000,936772000,305210000
4,7,14270,40394824679,"Romania",NA,NA,"2001/06/19","2001/06/22",14270,3814000,22183000,4553000,2892000,3292000,9087000
4,1,370,477443500,"Timor-Leste",NA,NA,"2001/06/20","2001/06/23",370,32000,45000,108000,126000,95000,52000
4,12,420,5314909954,"Ghana",NA,NA,"2001/06/27","2001/06/30",420,1254000,2736000,1501000,1384000,1262000,628000
2,30,1080,10953485244,"Cameroon",4.022,9.2,"2001/06/28","2001/06/29",1080,2511000,3282000,3358000,2510000,2023000,10519000
13,86,4470,4.85e+11,"India",NA,NA,"2001/07/04","2001/07/16",4470,353043000,112640000,183594000,251079000,309530000,233756000
7,11,231500,3.07e+11,"Russian Federation (the)",NA,NA,"2001/07/07","2001/07/13",231500,28594000,30098000,27245000,20206000,21908000,29072000
3,100,105100,4.85e+11,"India",NA,NA,"2001/07/08","2001/07/10",105100,108170000,157167000,69805000,167080000,133854000,329520000
2,2,8530,1.06e+13,"United States of America (the)",NA,NA,"2001/07/08","2001/07/09",8530,419298000,123388000,498123000,614465000,518966000,348192000
2,62,2230,5.48e+11,"Korea (the Republic of)",NA,NA,"2001/07/14","2001/07/15",2230,159519000,63520000,126764000,86127000,134067000,41139000
2,32,7440,1.27e+11,"Iran (Islamic Republic of)",NA,NA,"2001/07/20","2001/07/21",7440,21194000,13903000,15422000,9890000,16588000,4490000
15,27,47890,1.91e+11,"Poland",NA,NA,"2001/07/20","2001/08/03",47890,53501000,300087000,54028000,34670000,40385000,275880000
4,210,111100,79484403985,"Pakistan",NA,NA,"2001/07/22","2001/07/25",111100,29319000,112513000,45696000,51873000,44924000,69159000
2,46,6800,1.34e+12,"China",NA,NA,"2001/07/25","2001/07/26",6800,273541000,17363000,147950000,114660000,223658000,27119000
4,33,10860,9861560095,"Yemen",NA,NA,"2001/07/26","2001/07/29",10860,2159000,1997000,1765000,841000,1677000,344000
2,8,2230,5.48e+11,"Korea (the Republic of)",NA,NA,"2001/07/29","2001/07/30",2230,56111000,14090000,57315000,51617000,51146000,18498000
2,257,1270,1.6e+11,"Indonesia",NA,NA,"2001/07/31","2001/08/01",1270,106578000,335705000,345995000,101831000,126565000,23446000
7,16,36650,3.07e+11,"Russian Federation (the)",NA,NA,"2001/08/06","2001/08/12",36650,48387000,16732000,34067000,33414000,36548000,16412000
30,104,4160,1.2e+11,"Thailand",NA,NA,"2001/08/08","2001/09/06",4160,144213000,27441000,40042000,141686000,126059000,74770000
3,412,77940,1.27e+11,"Iran (Islamic Republic of)",NA,NA,"2001/08/10","2001/08/12",77940,61590000,130767000,131053000,97357000,121772000,112474000
3,37,31880,78921234458,"Philippines (the)",NA,NA,"2001/08/12","2001/08/14",31880,13163000,9518000,9339000,8186000,10821000,8215000
97,56,3000,3984000517,"Cambodia",NA,NA,"2001/08/15","2001/11/19",3000,6416000,9479000,7525000,5761000,4722000,3622000
97,310,745,32685198735,"Viet Nam",NA,NA,"2001/08/15","2001/11/19",745,162330000,165670000,690194000,86804000,106548000,152786000
53,9,200,2829435957,"Guinea",NA,NA,"2001/08/18","2001/10/09",200,2210000,1813000,2011000,2195000,1890000,1705000
53,2,8,3468337909,"Mali",NA,NA,"2001/08/18","2001/10/09",8,2257000,1121000,93000,1999000,1803000,670000
54,100,104300,1710843361,"Chad",NA,NA,"2001/08/19","2001/10/11",104300,1478000,907000,761000,1566000,1288000,418000
1,158,550,4.85e+11,"India",NA,NA,"2001/08/20","2001/08/20",550,212152000,128606000,257612000,447771000,217060000,979412000
1,35,5570,1.34e+12,"China",NA,NA,"2001/08/25","2001/08/25",5570,178375000,30042000,154443000,179829000,145177000,60950000
9,200,14300,72797282065,"Nigeria",NA,NA,"2001/08/27","2001/09/04",14300,55557000,10118000,50949000,55783000,61495000,12931000
2,2,69,1.17e+12,"Italy",NA,NA,"2001/09/14","2001/09/15",69,111043000,103849000,90553000,272262000,231859000,247417000
4,27,14700,1.34e+12,"China",NA,NA,"2001/09/19","2001/09/22",14700,250609000,336661000,246239000,112937000,191887000,275146000
1,10,1770,1965500949,"Rwanda",NA,NA,"2001/09/22","2001/09/22",1770,170000,560000,361000,287000,141000,167000
62,1,4200,2.69e+11,"Argentina",NA,NA,"2001/10/01","2001/12/01",4200,42381000,157052000,88974000,192781000,133110000,80586000
1,4,190,78921234458,"Philippines (the)",NA,NA,"2001/10/10","2001/10/10",190,6417000,26502000,17390000,19476000,8482000,24772000
5,20,72000,32685198735,"Viet Nam",NA,NA,"2001/10/20","2001/10/24",72000,4362000,2619000,3183000,3179000,3326000,9327000
4,2,1200,1965500949,"Rwanda",NA,NA,"2001/10/30","2001/11/02",1200,154000,187000,329000,348000,279000,275000
5,921,970,54744712815,"Algeria",NA,NA,"2001/11/10","2001/11/14",970,112776000,305425000,304294000,124649000,191787000,208020000
5,9,7730,1.06e+13,"United States of America (the)",NA,NA,"2001/11/15","2001/11/19",7730,1411928000,3294670000,1173895000,1125626000,1243410000,1041778000
5,12,45210,5.6e+11,"Brazil",NA,NA,"2001/11/19","2001/11/23",45210,62674000,61546000,62017000,43896000,47781000,70125000
8,5,14880,2.02e+11,"Turkey",NA,NA,"2001/12/02","2001/12/09",14880,22052000,15589000,20540000,33153000,22449000,33458000
4,5,752,1.35e+11,"South Africa",NA,NA,"2001/12/19","2001/12/22",752,18327000,11233000,34617000,23189000,23588000,14400000
13,11,22940,92783947368,"Malaysia",NA,NA,"2001/12/22","2002/01/03",22940,17572000,7016000,16732000,17602000,14891000,9335000
4,15,6400,39459581217,"Morocco",NA,NA,"2001/12/23","2001/12/26",6400,6359000,2722000,3931000,3448000,5119000,16619000
2,50,9990,5.6e+11,"Brazil",NA,NA,"2001/12/24","2001/12/25",9990,111232000,32228000,67910000,49290000,93767000,21679000
4,6,272800,52030158775,"Peru",NA,NA,"2001/12/26","2001/12/29",272800,2657000,4752000,4578000,4099000,2244000,7098000
5,15,9125,1.6e+11,"Indonesia",NA,NA,"2001/12/28","2002/01/01",9125,26837000,29968000,17719000,15987000,21472000,74263000
64,1,3860,3495748398,"Malawi",NA,NA,"2002/01/01","2002/03/05",3860,568000,1716000,1156000,2541000,1787000,1047000
4,11,13420,84307291974,"Philippines (the)",NA,NA,"2002/01/04","2002/01/07",13420,10138000,1680000,9337000,6385000,8109000,15575000
18,1,9580,3.45e+11,"Russian Federation (the)",NA,NA,"2002/01/06","2002/01/23",9580,26232000,140432000,45357000,212195000,66112000,95672000
5,21,1490,1.96e+11,"Indonesia",NA,NA,"2002/01/08","2002/01/12",1490,54252000,23331000,52370000,37700000,46831000,24654000
4,28,62710,7006402592,"Senegal",NA,NA,"2002/01/09","2002/01/12",62710,1026000,6200000,1202000,793000,818000,799000
3,11,59660,1.29e+11,"Iran (Islamic Republic of)",NA,NA,"2002/01/11","2002/01/13",59660,10340000,17003000,8958000,9741000,8072000,15746000
6,13,4170,1.96e+11,"Indonesia",NA,NA,"2002/01/13","2002/01/18",4170,38371000,5347000,19528000,29536000,33814000,16687000
17,150,41000,1.96e+11,"Indonesia",NA,NA,"2002/01/27","2002/02/12",41000,143640000,259859000,93329000,167768000,144753000,150652000
3,17,2250,5.1e+11,"Brazil",NA,NA,"2002/02/03","2002/02/05",2250,92592000,18726000,51434000,58312000,76801000,29748000
12,6,333200,54777553515,"Peru",NA,NA,"2002/02/04","2002/02/15",333200,4511000,4227000,7404000,2861000,3576000,6783000
3,40,1980,8728038525,"Congo (the Democratic Republic of the)",NA,NA,"2002/02/06","2002/02/08",1980,2510000,1145000,2355000,1241000,2028000,3e+05
9,4,560,85146067416,"Egypt",NA,NA,"2002/03/03","2002/03/11",560,15905000,5558000,21860000,27297000,24520000,18950000
55,31,52930,28548945000,"Ecuador",NA,NA,"2002/03/06","2002/04/29",52930,15477000,23257000,9902000,12822000,12302000,44861000
15,13,13770,54777553515,"Peru",NA,NA,"2002/03/17","2002/03/31",13770,13253000,2518000,10013000,14135000,11582000,11494000
8,7,35390,1.09e+13,"United States of America (the)",NA,NA,"2002/03/17","2002/03/24",35390,1207060000,1094148000,1247554000,1155678000,1028912000,1036036000
6,35,5280,84307291974,"Philippines (the)",NA,NA,"2002/03/21","2002/03/26",5280,26209000,1536000,13024000,11389000,20979000,4564000
4,14,942,1.96e+11,"Indonesia",NA,NA,"2002/03/27","2002/03/30",942,43191000,45654000,54310000,38952000,40237000,18286000
92,39,1170,3854235264,"Afghanistan",NA,NA,"2002/04/04","2002/07/04",1170,5974000,20204000,8290000,6211000,4047000,12491000
6,19,22810,1.9e+11,"Saudi Arabia",NA,NA,"2002/04/08","2002/04/13",22810,33152000,8393000,21042000,20542000,25173000,3049000
3,11,44880,1.29e+11,"Iran (Islamic Republic of)",NA,NA,"2002/04/14","2002/04/16",44880,10889000,7561000,9305000,9120000,8446000,18700000
6,22,282500,7850809498,"Ethiopia",NA,NA,"2002/04/16","2002/04/21",282500,935000,686000,691000,839000,768000,1579000
4,19,4900,1.96e+11,"Indonesia",NA,NA,"2002/04/17","2002/04/20",4900,37408000,7769000,19528000,18355000,29914000,12828000
4,7,3650,3854235264,"Afghanistan",NA,NA,"2002/04/23","2002/04/26",3650,466000,563000,389000,408000,457000,1084000
6,37,483000,97963003805,"Colombia",NA,NA,"2002/04/24","2002/04/29",483000,13792000,14061000,11086000,17138000,13400000,12964000
33,9,50,14142035080,"Tanzania, United Republic of",NA,NA,"2002/04/26","2002/05/28",50,11383000,13119000,3669000,6854000,8228000,7321000
31,22,124900,1.47e+12,"China",NA,NA,"2002/05/23","2002/06/22",124900,437689000,71622000,182257000,248070000,323585000,160518000
13,14,166900,70294892400,"Chile",NA,NA,"2002/05/24","2002/06/05",166900,10498000,75733000,9880000,5519000,7712000,29484000
10,28,369950,97963003805,"Colombia",NA,NA,"2002/06/04","2002/06/13",369950,15949000,8486000,17373000,10479000,12847000,12942000
11,793,252000,1.47e+12,"China",NA,NA,"2002/06/08","2002/06/18",252000,1477717000,3110424000,3469785000,2801099000,3210445000,2581996000
3,4,860,6166330136,"Ghana",NA,NA,"2002/06/10","2002/06/12",860,637000,439000,1012000,867000,849000,548000
3,8,1160,1221120799,"Tajikistan",NA,NA,"2002/06/16","2002/06/18",1160,170000,467000,220000,172000,174000,145000
13,117,224600,3.45e+11,"Russian Federation (the)",NA,NA,"2002/06/19","2002/07/01",224600,144234000,238033000,114517000,171165000,153813000,186122000
69,549,276600,5.15e+11,"India",NA,NA,"2002/06/21","2002/08/28",276600,996380000,199891000,3258061000,1556434000,1505762000,256763000
24,10,108300,1.09e+13,"United States of America (the)",NA,NA,"2002/06/30","2002/07/23",108300,1976026000,1107312000,1559298000,1149222000,1568644000,1406320000
